Fecha,Comprobante,Cliente,Producto,Cantidad,Importe
2023-06-20,In-01571,Casey Davis,Chocolate,15,37
2023-06-20,In-01621,Sam Davis,Galletas,16,32
2023-06-20,In-01789,Jordan Brown,Gomitas,19,22
2023-06-20,In-01794,Casey Johnson,Chicles,9,2
2023-06-21,In-00026,Alex Miller,Gomitas,19,22
2023-06-21,In-00128,Jamie Johnson,Galletas,11,22
2023-06-21,In-00199,Morgan Jones,Turrones,7,17
2023-06-21,In-00874,Jordan Garcia,Galletas,15,30
2023-06-21,In-00877,Jamie Brown,Bombones,3,9
2023-06-21,In-00947,Taylor Rodriguez,Bombones,19,57
2023-06-21,In-01012,Taylor Rodriguez,Turrones,18,45
2023-06-21,In-01110,Casey Williams,Marshmallows,12,18
2023-06-21,In-01223,Quinn Jones,Gomitas,12,14
2023-06-21,In-01743,Morgan Garcia,Turrones,17,42
2023-06-22,In-00042,Casey Wilson,Caramelos,17,8
2023-06-22,In-00178,Casey Miller,Gomitas,12,14
2023-06-22,In-00422,Jordan Wilson,Caramelos,3,1
2023-06-22,In-00595,Morgan Jones,Turrones,19,47
2023-06-22,In-00759,Avery Williams,Chicles,13,3
2023-06-22,In-00793,Jamie Jones,Paletas,4,3
2023-06-22,In-01173,Jordan Wilson,Caramelos,10,5
2023-06-22,In-01328,Riley Rodriguez,Chicles,11,3
2023-06-22,In-01330,Taylor Jones,Galletas,4,8
2023-06-22,In-01491,Jamie Garcia,Gomitas,14,16
2023-06-22,In-01718,Avery Jones,Paletas,6,4
2023-06-22,In-01813,Jordan Garcia,Marshmallows,7,10
2023-06-22,In-01866,Quinn Rodriguez,Turrones,6,15
2023-06-22,In-01897,Avery Brown,Chicles,9,2
2023-06-22,In-01970,Alex Smith,Turrones,17,42
2023-06-23,In-00210,Jamie Rodriguez,Paletas,8,6
2023-06-23,In-00213,Alex Johnson,Marshmallows,5,7
2023-06-23,In-00324,Jamie Williams,Paletas,2,1
2023-06-23,In-00440,Riley Williams,Bombones,2,6
2023-06-23,In-00465,Morgan Jones,Frutas confitadas,3,6
2023-06-23,In-00768,Jamie Rodriguez,Gomitas,16,19
2023-06-23,In-00785,Jordan Williams,Chocolate,17,42
2023-06-23,In-00793,Sam Johnson,Turrones,14,35
2023-06-23,In-01014,Jordan Rodriguez,Chocolate,3,7
2023-06-23,In-01119,Alex Davis,Chocolate,13,32
2023-06-23,In-01174,Morgan Brown,Turrones,13,32
2023-06-23,In-01191,Morgan Jones,Galletas,5,10
2023-06-23,In-01413,Morgan Williams,Frutas confitadas,12,26
2023-06-23,In-01488,Jamie Jones,Chocolate,19,47
2023-06-23,In-01525,Morgan Rodriguez,Frutas confitadas,5,11
2023-06-23,In-01612,Jordan Wilson,Turrones,1,2
2023-06-23,In-01628,Casey Miller,Paletas,15,12
2023-06-23,In-01971,Jamie Rodriguez,Frutas confitadas,13,28
2023-06-24,In-00071,Morgan Wilson,Gomitas,13,15
2023-06-24,In-00374,Casey Johnson,Bombones,9,27
2023-06-24,In-00403,Morgan Smith,Galletas,4,8
2023-06-24,In-00665,Taylor Miller,Chocolate,19,47
2023-06-24,In-00685,Sam Brown,Caramelos,8,4
2023-06-24,In-00783,Riley Brown,Galletas,12,24
2023-06-24,In-01308,Sam Smith,Frutas confitadas,19,41
2023-06-24,In-01325,Riley Jones,Gomitas,6,7
2023-06-24,In-01612,Casey Johnson,Gomitas,2,2
2023-06-24,In-01688,Casey Garcia,Caramelos,1,0
2023-06-24,In-01881,Sam Williams,Paletas,8,6
2023-06-24,In-01894,Jordan Williams,Turrones,15,37
2023-06-25,In-00275,Casey Williams,Paletas,9,7
2023-06-25,In-00590,Taylor Smith,Caramelos,6,3
2023-06-25,In-00665,Alex Garcia,Gomitas,15,18
2023-06-25,In-00670,Jordan Williams,Paletas,7,5
2023-06-25,In-00698,Casey Johnson,Frutas confitadas,16,35
2023-06-25,In-00820,Morgan Wilson,Chocolate,8,20
2023-06-25,In-00859,Jamie Brown,Chicles,12,3
2023-06-25,In-01433,Sam Miller,Frutas confitadas,16,35
2023-06-25,In-01896,Casey Rodriguez,Paletas,9,7
2023-06-25,In-01962,Morgan Miller,Bombones,9,27
2023-06-26,In-00253,Jamie Wilson,Gomitas,8,9
2023-06-26,In-00640,Taylor Wilson,Chocolate,2,5
2023-06-26,In-00711,Jordan Wilson,Frutas confitadas,4,8
2023-06-26,In-00735,Avery Jones,Turrones,9,22
2023-06-26,In-00993,Avery Williams,Gomitas,5,6
2023-06-26,In-01118,Quinn Williams,Chocolate,14,35
2023-06-26,In-01149,Avery Smith,Chocolate,9,22
2023-06-27,In-00018,Jordan Williams,Galletas,3,6
2023-06-27,In-00135,Avery Wilson,Chicles,2,0
2023-06-27,In-00366,Jordan Wilson,Turrones,15,37
2023-06-27,In-00505,Jamie Jones,Marshmallows,12,18
2023-06-27,In-00540,Quinn Garcia,Galletas,11,22
2023-06-27,In-00656,Riley Miller,Paletas,8,6
2023-06-27,In-00714,Alex Brown,Galletas,7,14
2023-06-27,In-00723,Jordan Rodriguez,Bombones,13,39
2023-06-27,In-00779,Jordan Wilson,Chicles,5,1
2023-06-27,In-00899,Taylor Rodriguez,Frutas confitadas,17,37
2023-06-27,In-01187,Avery Wilson,Chocolate,13,32
2023-06-27,In-01308,Avery Garcia,Paletas,7,5
2023-06-27,In-01431,Jamie Jones,Gomitas,2,2
2023-06-27,In-01555,Avery Johnson,Caramelos,2,1
2023-06-27,In-01629,Morgan Miller,Paletas,11,8
2023-06-27,In-01745,Quinn Johnson,Paletas,17,13
2023-06-27,In-01919,Riley Garcia,Chocolate,12,30
2023-06-28,In-00023,Taylor Johnson,Caramelos,16,8
2023-06-28,In-00061,Taylor Smith,Turrones,4,10
2023-06-28,In-00125,Alex Brown,Paletas,6,4
2023-06-28,In-00258,Casey Wilson,Galletas,11,22
2023-06-28,In-00333,Jamie Brown,Galletas,19,38
2023-06-28,In-00396,Casey Miller,Frutas confitadas,16,35
2023-06-28,In-00439,Alex Williams,Bombones,10,30
2023-06-28,In-00449,Riley Brown,Gomitas,16,19
2023-06-28,In-00532,Jordan Jones,Caramelos,17,8
2023-06-28,In-00618,Sam Williams,Frutas confitadas,13,28
2023-06-28,In-00698,Casey Wilson,Paletas,17,13
2023-06-28,In-00923,Casey Smith,Marshmallows,8,12
2023-06-28,In-01015,Morgan Johnson,Bombones,19,57
2023-06-28,In-01262,Jordan Williams,Chocolate,11,27
2023-06-28,In-01541,Morgan Johnson,Chicles,13,3
2023-06-28,In-01551,Jordan Wilson,Turrones,13,32
2023-06-28,In-01648,Avery Davis,Turrones,12,30
2023-06-28,In-01684,Sam Rodriguez,Marshmallows,3,4
2023-06-28,In-01771,Riley Williams,Chocolate,15,37
2023-06-28,In-01882,Avery Johnson,Frutas confitadas,15,33
2023-06-28,In-01946,Jordan Davis,Caramelos,10,5
2023-06-29,In-00151,Jordan Miller,Gomitas,13,15
2023-06-29,In-00240,Casey Garcia,Frutas confitadas,2,4
2023-06-29,In-00297,Alex Williams,Chocolate,18,45
2023-06-29,In-00304,Casey Rodriguez,Caramelos,11,5
2023-06-29,In-00549,Avery Johnson,Chocolate,19,47
2023-06-29,In-00589,Riley Miller,Galletas,3,6
2023-06-29,In-00632,Alex Williams,Paletas,9,7
2023-06-29,In-01080,Alex Smith,Bombones,3,9
2023-06-29,In-01773,Alex Williams,Frutas confitadas,18,39
2023-06-30,In-01015,Riley Miller,Galletas,19,38
2023-06-30,In-01121,Riley Johnson,Marshmallows,17,25
2023-06-30,In-01162,Sam Rodriguez,Marshmallows,14,21
2023-06-30,In-01563,Casey Rodriguez,Paletas,7,5
2023-06-30,In-01684,Riley Smith,Paletas,17,13
2023-06-30,In-01754,Jamie Rodriguez,Frutas confitadas,18,39
2023-06-30,In-01856,Alex Garcia,Paletas,10,8
2023-06-30,In-01995,Sam Davis,Caramelos,13,6
2023-07-01,In-00071,Sam Davis,Chocolate,14,35
2023-07-01,In-00157,Alex Rodriguez,Gomitas,2,2
2023-07-01,In-00306,Quinn Williams,Marshmallows,14,21
2023-07-01,In-00352,Casey Rodriguez,Caramelos,8,4
2023-07-01,In-00392,Casey Johnson,Frutas confitadas,10,22
2023-07-01,In-00426,Jamie Smith,Marshmallows,3,4
2023-07-01,In-00540,Alex Miller,Paletas,1,0
2023-07-01,In-00620,Jamie Miller,Bombones,2,6
2023-07-01,In-00732,Morgan Garcia,Chocolate,2,5
2023-07-01,In-00811,Riley Smith,Bombones,15,45
2023-07-01,In-01166,Morgan Johnson,Galletas,8,16
2023-07-01,In-01420,Quinn Garcia,Chicles,2,0
2023-07-01,In-01503,Jamie Jones,Frutas confitadas,3,6
2023-07-01,In-01848,Riley Davis,Paletas,9,7
2023-07-02,In-00008,Taylor Johnson,Paletas,3,2
2023-07-02,In-00211,Avery Miller,Paletas,4,3
2023-07-02,In-00453,Jamie Wilson,Frutas confitadas,11,24
2023-07-02,In-00671,Morgan Wilson,Chicles,1,0
2023-07-02,In-01016,Jamie Davis,Marshmallows,11,16
2023-07-02,In-01236,Casey Miller,Gomitas,9,10
2023-07-02,In-01271,Avery Rodriguez,Gomitas,6,7
2023-07-02,In-01341,Riley Rodriguez,Turrones,13,32
2023-07-02,In-01588,Quinn Miller,Marshmallows,14,21
2023-07-02,In-01841,Avery Williams,Caramelos,9,4
2023-07-02,In-01898,Taylor Rodriguez,Bombones,15,45
2023-07-02,In-01969,Jordan Garcia,Marshmallows,7,10
2023-07-03,In-00031,Morgan Brown,Marshmallows,18,27
2023-07-03,In-00223,Jordan Davis,Turrones,11,27
2023-07-03,In-00262,Morgan Jones,Turrones,19,47
2023-07-03,In-00331,Taylor Miller,Marshmallows,5,7
2023-07-03,In-00682,Taylor Miller,Bombones,3,9
2023-07-03,In-00726,Jordan Wilson,Chicles,1,0
2023-07-03,In-00820,Casey Brown,Turrones,11,27
2023-07-03,In-00880,Jamie Rodriguez,Marshmallows,4,6
2023-07-03,In-00959,Jordan Garcia,Caramelos,11,5
2023-07-03,In-00977,Casey Johnson,Chicles,4,1
2023-07-03,In-01203,Riley Miller,Gomitas,19,22
2023-07-03,In-01407,Avery Miller,Galletas,2,4
2023-07-03,In-01416,Avery Williams,Bombones,9,27
2023-07-03,In-01556,Sam Jones,Paletas,7,5
2023-07-03,In-01953,Sam Miller,Marshmallows,16,24
2023-07-04,In-00179,Morgan Smith,Paletas,9,7
2023-07-04,In-00197,Quinn Williams,Gomitas,5,6
2023-07-04,In-00258,Sam Johnson,Galletas,16,32
2023-07-04,In-00309,Casey Davis,Caramelos,11,5
2023-07-04,In-00544,Jamie Garcia,Frutas confitadas,4,8
2023-07-04,In-00552,Casey Miller,Bombones,19,57
2023-07-04,In-00568,Sam Brown,Gomitas,2,2
2023-07-04,In-00745,Avery Smith,Turrones,3,7
2023-07-04,In-00764,Riley Garcia,Bombones,16,48
2023-07-04,In-00808,Alex Smith,Frutas confitadas,13,28
2023-07-04,In-00836,Alex Davis,Chicles,8,2
2023-07-04,In-00876,Alex Garcia,Marshmallows,1,1
2023-07-04,In-00959,Jamie Williams,Caramelos,10,5
2023-07-04,In-01145,Sam Miller,Frutas confitadas,6,13
2023-07-04,In-01287,Casey Brown,Caramelos,10,5
2023-07-05,In-00217,Jamie Davis,Gomitas,16,19
2023-07-05,In-00392,Sam Wilson,Marshmallows,10,15
2023-07-05,In-00738,Avery Wilson,Marshmallows,6,9
2023-07-05,In-01073,Jordan Wilson,Caramelos,19,9
2023-07-05,In-01141,Jamie Johnson,Frutas confitadas,1,2
2023-07-05,In-01193,Avery Johnson,Gomitas,5,6
2023-07-05,In-01221,Alex Johnson,Caramelos,3,1
2023-07-05,In-01231,Jamie Rodriguez,Marshmallows,5,7
2023-07-05,In-01341,Taylor Williams,Bombones,4,12
2023-07-05,In-01737,Jordan Smith,Chocolate,16,40
2023-07-06,In-00098,Taylor Smith,Galletas,2,4
2023-07-06,In-01409,Avery Wilson,Marshmallows,14,21
2023-07-06,In-01464,Morgan Williams,Paletas,14,11
2023-07-06,In-01533,Quinn Williams,Paletas,18,14
2023-07-06,In-01586,Alex Smith,Gomitas,16,19
2023-07-06,In-01785,Sam Jones,Paletas,4,3
2023-07-06,In-01824,Taylor Wilson,Frutas confitadas,2,4
2023-07-06,In-01859,Morgan Williams,Galletas,14,28
2023-07-07,In-00203,Sam Williams,Paletas,2,1
2023-07-07,In-00210,Alex Garcia,Caramelos,7,3
2023-07-07,In-00369,Riley Johnson,Galletas,8,16
2023-07-07,In-00502,Riley Williams,Chocolate,15,37
2023-07-07,In-00930,Jordan Williams,Turrones,5,12
2023-07-07,In-00943,Casey Davis,Bombones,14,42
2023-07-07,In-01084,Riley Johnson,Caramelos,10,5
2023-07-07,In-01202,Alex Wilson,Chicles,14,4
2023-07-07,In-01292,Jamie Jones,Chocolate,19,47
2023-07-07,In-01336,Taylor Garcia,Chicles,6,1
2023-07-07,In-01403,Taylor Miller,Caramelos,18,9
2023-07-07,In-01494,Avery Rodriguez,Galletas,15,30
2023-07-07,In-01840,Sam Williams,Frutas confitadas,14,30
2023-07-07,In-01890,Taylor Jones,Marshmallows,9,13
2023-07-08,In-00080,Jamie Smith,Paletas,8,6
2023-07-08,In-00212,Quinn Rodriguez,Chicles,4,1
2023-07-08,In-00265,Casey Davis,Paletas,15,12
2023-07-08,In-00297,Casey Davis,Paletas,6,4
2023-07-08,In-00373,Casey Rodriguez,Paletas,15,12
2023-07-08,In-00423,Casey Miller,Gomitas,4,4
2023-07-08,In-00484,Morgan Johnson,Frutas confitadas,19,41
2023-07-08,In-00610,Jamie Wilson,Gomitas,3,3
2023-07-08,In-00662,Morgan Williams,Gomitas,2,2
2023-07-08,In-00944,Taylor Garcia,Paletas,4,3
2023-07-08,In-01004,Riley Miller,Chicles,6,1
2023-07-08,In-01085,Alex Jones,Gomitas,11,13
2023-07-08,In-01145,Quinn Garcia,Paletas,19,15
2023-07-08,In-01199,Alex Garcia,Chocolate,3,7
2023-07-08,In-01306,Jordan Rodriguez,Galletas,12,24
2023-07-08,In-01335,Jamie Garcia,Chicles,10,3
2023-07-08,In-01689,Taylor Garcia,Paletas,17,13
2023-07-08,In-01758,Riley Jones,Bombones,9,27
2023-07-09,In-00003,Taylor Williams,Bombones,10,30
2023-07-09,In-00191,Jordan Rodriguez,Marshmallows,16,24
2023-07-09,In-00253,Jamie Wilson,Frutas confitadas,9,19
2023-07-09,In-00589,Sam Johnson,Marshmallows,15,22
2023-07-09,In-00684,Jordan Williams,Chocolate,5,12
2023-07-09,In-00744,Taylor Johnson,Galletas,18,36
2023-07-09,In-00907,Jordan Smith,Gomitas,6,7
2023-07-09,In-01203,Avery Garcia,Chicles,8,2
2023-07-09,In-01322,Taylor Smith,Chocolate,17,42
2023-07-09,In-01518,Riley Jones,Galletas,7,14
2023-07-09,In-01620,Alex Miller,Caramelos,2,1
2023-07-09,In-01670,Avery Davis,Frutas confitadas,7,15
2023-07-09,In-01848,Morgan Wilson,Galletas,3,6
2023-07-09,In-01931,Taylor Johnson,Marshmallows,15,22
2023-07-10,In-00369,Sam Williams,Gomitas,11,13
2023-07-10,In-00561,Jamie Miller,Chocolate,11,27
2023-07-10,In-00797,Avery Rodriguez,Marshmallows,17,25
2023-07-10,In-00871,Avery Jones,Caramelos,9,4
2023-07-10,In-01711,Alex Garcia,Chocolate,8,20
2023-07-10,In-01878,Alex Rodriguez,Paletas,10,8
2023-07-10,In-01958,Jamie Johnson,Chicles,13,3
2023-07-11,In-00028,Avery Garcia,Bombones,5,15
2023-07-11,In-00989,Alex Wilson,Chicles,4,1
2023-07-11,In-00990,Sam Smith,Galletas,5,10
2023-07-11,In-01100,Quinn Johnson,Turrones,1,2
2023-07-11,In-01104,Jamie Smith,Paletas,15,12
2023-07-11,In-01227,Sam Rodriguez,Marshmallows,14,21
2023-07-11,In-01228,Quinn Miller,Paletas,6,4
2023-07-11,In-01468,Quinn Brown,Caramelos,19,9
2023-07-11,In-01766,Jordan Miller,Chocolate,2,5
2023-07-11,In-01856,Morgan Rodriguez,Chicles,10,3
2023-07-11,In-01897,Jordan Smith,Gomitas,19,22
2023-07-11,In-01936,Taylor Jones,Marshmallows,1,1
2023-07-12,In-00200,Morgan Johnson,Marshmallows,4,6
2023-07-12,In-00224,Morgan Rodriguez,Paletas,1,0
2023-07-12,In-00434,Taylor Brown,Marshmallows,15,22
2023-07-12,In-00477,Riley Smith,Bombones,3,9
2023-07-12,In-00906,Jordan Jones,Frutas confitadas,17,37
2023-07-12,In-00985,Quinn Brown,Turrones,12,30
2023-07-12,In-01275,Casey Smith,Gomitas,13,15
2023-07-12,In-01463,Alex Smith,Marshmallows,1,1
2023-07-12,In-01495,Avery Miller,Bombones,9,27
2023-07-12,In-01807,Quinn Johnson,Paletas,8,6
2023-07-12,In-01827,Quinn Wilson,Bombones,10,30
2023-07-12,In-01863,Morgan Davis,Bombones,9,27
2023-07-13,In-00247,Taylor Garcia,Chicles,10,3
2023-07-13,In-00335,Sam Williams,Frutas confitadas,2,4
2023-07-13,In-00533,Quinn Wilson,Chocolate,15,37
2023-07-13,In-00655,Morgan Johnson,Caramelos,13,6
2023-07-13,In-01112,Taylor Brown,Gomitas,5,6
2023-07-13,In-01268,Alex Brown,Turrones,9,22
2023-07-13,In-01391,Sam Smith,Bombones,5,15
2023-07-13,In-01442,Casey Johnson,Galletas,15,30
2023-07-13,In-01578,Alex Wilson,Caramelos,1,0
2023-07-13,In-01714,Jordan Williams,Paletas,13,10
2023-07-13,In-01861,Quinn Miller,Turrones,13,32
2023-07-13,In-01892,Quinn Rodriguez,Paletas,15,12
2023-07-13,In-01988,Quinn Williams,Turrones,8,20
2023-07-14,In-00164,Morgan Johnson,Marshmallows,14,21
2023-07-14,In-00310,Quinn Wilson,Paletas,2,1
2023-07-14,In-00673,Jordan Smith,Gomitas,16,19
2023-07-14,In-00801,Sam Miller,Caramelos,16,8
2023-07-14,In-00872,Sam Williams,Paletas,19,15
2023-07-14,In-00876,Morgan Smith,Paletas,19,15
2023-07-14,In-00920,Jordan Johnson,Chocolate,14,35
2023-07-14,In-01195,Alex Garcia,Frutas confitadas,12,26
2023-07-14,In-01297,Casey Smith,Galletas,6,12
2023-07-14,In-01346,Avery Williams,Galletas,19,38
2023-07-14,In-01531,Taylor Miller,Paletas,12,9
2023-07-14,In-01560,Avery Jones,Chocolate,18,45
2023-07-14,In-01614,Riley Jones,Bombones,10,30
2023-07-14,In-01945,Quinn Jones,Marshmallows,16,24
2023-07-15,In-00202,Casey Johnson,Turrones,11,27
2023-07-15,In-00580,Avery Smith,Frutas confitadas,4,8
2023-07-15,In-00674,Morgan Garcia,Marshmallows,19,28
2023-07-15,In-00761,Sam Wilson,Gomitas,5,6
2023-07-15,In-00809,Alex Davis,Chicles,4,1
2023-07-15,In-00862,Riley Miller,Galletas,14,28
2023-07-15,In-00954,Sam Johnson,Bombones,19,57
2023-07-15,In-00988,Morgan Wilson,Gomitas,2,2
2023-07-15,In-01084,Taylor Jones,Gomitas,18,21
2023-07-15,In-01160,Jordan Jones,Turrones,17,42
2023-07-15,In-01170,Alex Garcia,Paletas,15,12
2023-07-15,In-01509,Avery Rodriguez,Chocolate,8,20
2023-07-15,In-01656,Taylor Miller,Turrones,11,27
2023-07-15,In-01701,Jordan Jones,Gomitas,9,10
2023-07-16,In-00020,Jordan Brown,Turrones,2,5
2023-07-16,In-00110,Morgan Jones,Chocolate,9,22
2023-07-16,In-00256,Jordan Miller,Caramelos,10,5
2023-07-16,In-00509,Avery Miller,Paletas,11,8
2023-07-16,In-00814,Avery Williams,Bombones,15,45
2023-07-16,In-00835,Avery Garcia,Gomitas,2,2
2023-07-16,In-00913,Jordan Rodriguez,Galletas,8,16
2023-07-16,In-00938,Morgan Smith,Turrones,9,22
2023-07-16,In-00982,Riley Rodriguez,Galletas,16,32
2023-07-16,In-01119,Morgan Smith,Paletas,4,3
2023-07-16,In-01194,Jamie Smith,Chicles,12,3
2023-07-16,In-01271,Riley Williams,Bombones,8,24
2023-07-16,In-01459,Jamie Jones,Chocolate,1,2
2023-07-16,In-01512,Casey Davis,Gomitas,3,3
2023-07-16,In-01662,Morgan Rodriguez,Frutas confitadas,6,13
2023-07-16,In-01962,Casey Davis,Gomitas,9,10
2023-07-17,In-00123,Casey Davis,Paletas,5,4
2023-07-17,In-00134,Sam Miller,Marshmallows,11,16
2023-07-17,In-00280,Jordan Wilson,Paletas,5,4
2023-07-17,In-00786,Alex Miller,Chicles,6,1
2023-07-17,In-00803,Quinn Smith,Frutas confitadas,17,37
2023-07-17,In-01063,Sam Smith,Chicles,14,4
2023-07-17,In-01123,Alex Williams,Caramelos,13,6
2023-07-17,In-01134,Morgan Miller,Gomitas,3,3
2023-07-17,In-01179,Morgan Williams,Bombones,6,18
2023-07-17,In-01312,Riley Wilson,Galletas,14,28
2023-07-17,In-01354,Sam Jones,Turrones,7,17
2023-07-17,In-01532,Jordan Davis,Paletas,8,6
2023-07-17,In-01703,Riley Rodriguez,Galletas,12,24
2023-07-17,In-01911,Jordan Jones,Galletas,2,4
2023-07-17,In-01976,Quinn Brown,Bombones,3,9
2023-07-18,In-00018,Avery Jones,Chicles,8,2
2023-07-18,In-00179,Avery Davis,Gomitas,7,8
2023-07-18,In-00283,Casey Rodriguez,Caramelos,19,9
2023-07-18,In-00346,Avery Brown,Caramelos,14,7
2023-07-18,In-00352,Morgan Jones,Bombones,7,21
2023-07-18,In-00403,Quinn Johnson,Frutas confitadas,19,41
2023-07-18,In-00621,Jamie Rodriguez,Frutas confitadas,7,15
2023-07-18,In-00750,Casey Johnson,Chocolate,2,5
2023-07-18,In-00944,Jamie Jones,Frutas confitadas,5,11
2023-07-18,In-01012,Jordan Jones,Paletas,4,3
2023-07-18,In-01250,Morgan Rodriguez,Gomitas,13,15
2023-07-18,In-01432,Quinn Wilson,Turrones,11,27
2023-07-18,In-01509,Jordan Garcia,Galletas,18,36
2023-07-18,In-01551,Quinn Davis,Frutas confitadas,6,13
2023-07-18,In-01596,Morgan Garcia,Gomitas,3,3
2023-07-18,In-01675,Jordan Wilson,Gomitas,13,15
2023-07-18,In-01694,Taylor Garcia,Bombones,14,42
2023-07-19,In-00101,Quinn Smith,Turrones,13,32
2023-07-19,In-00603,Riley Jones,Gomitas,3,3
2023-07-19,In-00618,Morgan Brown,Galletas,1,2
2023-07-19,In-00621,Alex Miller,Chocolate,15,37
2023-07-19,In-00700,Morgan Garcia,Turrones,3,7
2023-07-19,In-00969,Alex Rodriguez,Marshmallows,5,7
2023-07-19,In-01374,Casey Wilson,Marshmallows,1,1
2023-07-19,In-01432,Avery Johnson,Paletas,19,15
2023-07-19,In-01580,Jordan Garcia,Galletas,7,14
2023-07-19,In-01696,Taylor Garcia,Chicles,19,5
2023-07-19,In-01941,Jamie Miller,Caramelos,15,7
2023-07-20,In-00320,Jordan Smith,Frutas confitadas,1,2
2023-07-20,In-00443,Alex Smith,Turrones,19,47
2023-07-20,In-00662,Taylor Davis,Frutas confitadas,8,17
2023-07-20,In-00723,Jordan Brown,Bombones,9,27
2023-07-20,In-00826,Jordan Garcia,Caramelos,16,8
2023-07-20,In-00860,Sam Jones,Bombones,10,30
2023-07-20,In-01393,Alex Jones,Galletas,19,38
2023-07-20,In-01394,Casey Jones,Turrones,16,40
2023-07-20,In-01603,Morgan Smith,Galletas,15,30
2023-07-20,In-01817,Quinn Smith,Galletas,5,10
2023-07-21,In-00426,Sam Williams,Frutas confitadas,15,33
2023-07-21,In-00479,Quinn Rodriguez,Marshmallows,7,10
2023-07-21,In-00821,Jordan Johnson,Turrones,9,22
2023-07-21,In-00934,Sam Davis,Paletas,15,12
2023-07-21,In-01157,Sam Wilson,Gomitas,16,19
2023-07-21,In-01464,Alex Williams,Turrones,8,20
2023-07-21,In-01599,Taylor Smith,Chocolate,3,7
2023-07-21,In-01711,Avery Johnson,Gomitas,10,12
2023-07-22,In-00092,Morgan Johnson,Frutas confitadas,4,8
2023-07-22,In-00285,Taylor Williams,Chicles,16,4
2023-07-22,In-00366,Sam Miller,Paletas,17,13
2023-07-22,In-00415,Quinn Smith,Paletas,8,6
2023-07-22,In-00636,Taylor Brown,Bombones,16,48
2023-07-22,In-00980,Jamie Garcia,Bombones,13,39
2023-07-22,In-01151,Sam Garcia,Caramelos,18,9
2023-07-22,In-01209,Quinn Davis,Caramelos,6,3
2023-07-22,In-01269,Jamie Wilson,Frutas confitadas,3,6
2023-07-22,In-01365,Morgan Brown,Bombones,17,51
2023-07-22,In-01561,Riley Brown,Caramelos,14,7
2023-07-22,In-01664,Jamie Smith,Paletas,15,12
2023-07-22,In-01783,Jordan Jones,Galletas,19,38
2023-07-22,In-01924,Alex Davis,Paletas,18,14
2023-07-22,In-01981,Morgan Rodriguez,Turrones,8,20
2023-07-23,In-00055,Jamie Johnson,Gomitas,11,13
2023-07-23,In-00466,Morgan Smith,Turrones,7,17
2023-07-23,In-00778,Avery Davis,Marshmallows,19,28
2023-07-23,In-00887,Avery Jones,Gomitas,17,20
2023-07-23,In-01001,Jordan Brown,Chocolate,13,32
2023-07-23,In-01085,Taylor Smith,Frutas confitadas,14,30
2023-07-23,In-01119,Jamie Smith,Paletas,7,5
2023-07-23,In-01203,Sam Williams,Paletas,13,10
2023-07-23,In-01238,Sam Williams,Galletas,13,26
2023-07-23,In-01513,Taylor Rodriguez,Paletas,11,8
2023-07-23,In-01602,Riley Johnson,Gomitas,12,14
2023-07-23,In-01661,Sam Brown,Frutas confitadas,10,22
2023-07-24,In-00114,Avery Williams,Frutas confitadas,8,17
2023-07-24,In-00201,Riley Garcia,Caramelos,3,1
2023-07-24,In-00429,Taylor Williams,Chocolate,1,2
2023-07-24,In-00616,Alex Williams,Bombones,2,6
2023-07-24,In-00631,Casey Brown,Caramelos,17,8
2023-07-24,In-00711,Morgan Rodriguez,Bombones,3,9
2023-07-24,In-01305,Morgan Rodriguez,Caramelos,10,5
2023-07-24,In-01404,Quinn Rodriguez,Gomitas,15,18
2023-07-24,In-01444,Taylor Johnson,Marshmallows,10,15
2023-07-24,In-01605,Jamie Brown,Chicles,3,0
2023-07-24,In-01805,Alex Miller,Paletas,13,10
2023-07-24,In-01913,Taylor Miller,Marshmallows,2,3
2023-07-25,In-00401,Jordan Miller,Gomitas,2,2
2023-07-25,In-00419,Quinn Smith,Paletas,2,1
2023-07-25,In-00461,Quinn Johnson,Paletas,16,12
2023-07-25,In-00612,Jordan Brown,Bombones,8,24
2023-07-25,In-00940,Quinn Rodriguez,Turrones,11,27
2023-07-25,In-00955,Sam Brown,Turrones,16,40
2023-07-25,In-01092,Sam Brown,Chocolate,1,2
2023-07-25,In-01098,Quinn Brown,Chicles,10,3
2023-07-25,In-01288,Casey Wilson,Bombones,7,21
2023-07-25,In-01341,Taylor Miller,Gomitas,15,18
2023-07-25,In-01460,Alex Johnson,Turrones,12,30
2023-07-25,In-01581,Avery Johnson,Turrones,10,25
2023-07-25,In-01740,Jamie Williams,Bombones,4,12
2023-07-25,In-01805,Alex Davis,Turrones,8,20
2023-07-25,In-01872,Jamie Wilson,Frutas confitadas,4,8
2023-07-25,In-01914,Casey Rodriguez,Caramelos,1,0
2023-07-25,In-01976,Taylor Brown,Gomitas,15,18
2023-07-26,In-00205,Alex Brown,Gomitas,14,16
2023-07-26,In-00416,Casey Johnson,Caramelos,1,0
2023-07-26,In-00895,Sam Smith,Marshmallows,16,24
2023-07-26,In-01128,Avery Williams,Caramelos,18,9
2023-07-26,In-01543,Alex Miller,Turrones,5,12
2023-07-26,In-01819,Alex Jones,Galletas,17,34
2023-07-26,In-01923,Alex Garcia,Gomitas,13,15
2023-07-27,In-00029,Avery Garcia,Paletas,4,3
